id,probability
1,0.038525047
2,0.033282812
3,0.106518503
4,0.165359906
5,0.222183383
6,0.109040932
7,0.098933701
8,0.019247647
9,0.104417997
10,0.034459044
11,0.048268686
12,0.096709052
13,0.075233624
14,0.0848968
15,0.035786043
16,0.033188755
17,0.109762007
18,0.165894554
19,0.032311103
20,0.06933703
21,0.044149854
22,0.067956442
23,0.013427064
24,0.073156454
25,0.038627135
26,0.05509321
27,0.019299836
28,0.064322941
29,0.131765027
30,0.090582485
31,0.021606572
32,0.036847158
33,0.028544526
34,0.043094218
35,0.037764985
36,0.099156217
37,0.057195001
38,0.023378241
39,0.049979938
40,0.055089907
41,0.039843888
42,0.04864323
43,0.025942356
44,0.085469429
45,0.217518026
46,0.077386734
47,0.101439628
48,0.093793069
49,0.073482783
50,0.09550165
51,0.065906309
52,0.043629309
53,0.05592548
54,0.259360647
55,0.046183725
56,0.042645951
57,0.043246305
58,0.093290891
59,0.07234372
60,0.030609744
61,0.034051171
62,0.029267918
63,0.0828312
64,0.024712792
65,0.046632763
66,0.034210881
67,0.130249446
68,0.036946925
69,0.070295722
70,0.086180091
71,0.047085519
72,0.047370142
73,0.020018733
74,0.041262881
75,0.051333985
76,0.066879298
77,0.063099753
78,0.028001218
79,0.02841944
80,0.031752321
81,0.09738757
82,0.091609465
83,0.073274335
84,0.033993431
85,0.027577782
86,0.021220749
87,0.027227046
88,0.053496785
89,0.056771235
90,0.093727587
91,0.047827862
92,0.014209841
93,0.042932902
94,0.067165547
95,0.151576406
96,0.091778322
97,0.016470588
98,0.043910208
99,0.100818489
100,0.061323706
101,0.028180667
102,0.060752172
103,0.110006534
104,0.101364612
105,0.052629981
106,0.095363945
107,0.056025406
108,0.019681982
109,0.018422475
110,0.17165673
111,0.040924217
112,0.07818146
113,0.027496216
114,0.076064032
115,0.021821628
116,0.049586847
117,0.02645904
118,0.026228641
119,0.054406715
120,0.049646103
121,0.067460334
122,0.06515437
123,0.035069738
124,0.036668833
125,0.113863966
126,0.100484813
127,0.030630742
128,0.04290625
129,0.026226487
130,0.049057993
131,0.046204235
132,0.075071482
133,0.044229905
134,0.068408038
135,0.237776785
136,0.057246287
137,0.091524744
138,0.044451925
139,0.087291055
140,0.018829047
141,0.051273888
142,0.044252885
143,0.120364588
144,0.038067834
145,0.11685876
146,0.066829962
147,0.086930669
148,0.109275023
149,0.228635785
150,0.016456782
151,0.031320834
152,0.093128435
153,0.051260509
154,0.079864235
155,0.071571162
156,0.034462922
157,0.070134405
158,0.05340739
159,0.047582202
160,0.041533777
161,0.033502239
162,0.018658494
163,0.045136027
164,0.08672093
165,0.039496571
166,0.069943446
167,0.01657365
168,0.08744129
169,0.03526417
170,0.046620413
171,0.057909562
172,0.047383637
173,0.076190433
174,0.029816186
175,0.084158887
176,0.083513519
177,0.060023849
178,0.073950688
179,0.082924735
180,0.028266528
181,0.052458599
182,0.040617798
183,0.088289757
184,0.047902373
185,0.055304865
186,0.067197624
187,0.038997171
188,0.079161137
189,0.067083959
190,0.067896622
191,0.027365061
192,0.07790024
193,0.024471807
194,0.04404524
195,0.027368435
196,0.040355868
197,0.062987983
198,0.050024165
199,0.034728431
200,0.055946002
201,0.110661862
202,0.052487874
203,0.106847389
204,0.043964048
205,0.053051052
206,0.043590643
207,0.085238512
208,0.070819486
209,0.041243443
210,0.081314007
211,0.105211725
212,0.029570882
213,0.106009015
214,0.095447631
215,0.089601063
216,0.061504563
217,0.037373844
218,0.348103948
219,0.017003763
220,0.158529652
221,0.093672842
222,0.029097789
223,0.08891661
224,0.063087697
225,0.123219257
226,0.041259
227,0.126637875
228,0.024089437
229,0.018023449
230,0.021896571
231,0.074795715
232,0.033028959
233,0.031253302
234,0.025942356
235,0.094702307
236,0.02132834
237,0.02823697
238,0.287361456
239,0.054343622
240,0.026187458
241,0.073082803
242,0.03472486
243,0.017201112
244,0.065787557
245,0.099839084
246,0.023953465
247,0.03422195
248,0.059393807
249,0.101693465
250,0.079800752
251,0.026792948
252,0.060154927
253,0.04740517
254,0.034473332
255,0.063333443
256,0.025496933
257,0.046693749
258,0.055446292
