id,probability
1,0.014950271547223315
2,0.012231349269848984
3,0.02457662388520605
4,0.13279554271562866
5,0.2123226141240926
6,0.05055722744821752
7,0.2337594332562391
8,0.03082101962034368
9,0.1332204323775875
10,0.017810415604968644
11,0.0043610990022824965
12,0.5634682837595311
13,0.09263810741911174
14,0.013088146404282045
15,0.051583931827615094
16,0.011646768912492373
17,0.12072159408284139
18,0.014732329257364245
19,0.0007762638900345814
20,0.015314242159095706
21,0.0018929603624870547
22,0.16110306490625106
23,0.15764708868597574
24,0.07369266823971371
25,0.001172581667462235
26,0.012993709560622674
27,0.29111096507944556
28,0.054646099352368936
29,0.23232261412409258
30,0.014801026410774975
31,0.01156674007486358
32,0.0029349364491051215
33,0.0809463636352974
34,0.03149953076271947
35,0.001839498021473753
36,0.09294614353585728
37,0.08458735684992735
38,0.001862068124408946
39,0.015357932351029733
40,0.03127802679995528
41,0.012422545532521194
42,0.02347258100196843
43,0.0706972729357729
44,0.024198614054475036
45,0.13197109282549624
46,0.0413451234946061
47,0.004133348318168274
48,0.007044049149260097
49,0.06291532596838664
50,0.04419861405447503
51,0.05369254174571616
52,0.0016420150296998868
53,0.05289420357485625
54,0.16047953549448635
55,0.01440683860008426
56,0.14364901115879466
57,0.020955986861419862
58,0.022731292227018907
59,0.003019165926438937
60,0.0015707204490993446
61,0.0016722482388880858
62,0.001710052803785988
63,0.012432130661612592
64,0.03187785588676909
65,0.06382496121807751
66,0.24047953549448636
67,0.28111096507944555
68,0.0011238694541150023
69,0.004640312339136832
70,0.47
71,0.012243091659282286
72,0.02286233611081942
73,0.001646929614971095
74,0.16069727293577288
75,0.07429973834110071
76,0.0030100559708464854
77,0.10269089192867939
78,0.008293559786793612
79,0.0012623032084612532
80,0.0017325227798145474
81,0.06442745120858377
82,0.07614235395661952
83,0.22293295051703438
84,0.008400402724547092
85,0.001710052803785988
86,0.09093933152412792
87,0.03095598686141986
88,0.34
89,0.02227389386346208
90,0.023238618466812837
91,0.01426741018034392
92,0.04081887054123544
93,0.12069727293577291
94,0.04424533478505273
95,0.10473232925736427
96,0.006831566140576354
97,0.0012269055392537594
98,0.06077626389003459
99,0.0438922766108064
100,0.02285627623170114
101,0.011446577876744343
102,0.05285627623170114
103,0.14232261412409256
104,0.23418999919417377
105,0.003226728892794323
106,0.14325102158463776
107,0.11129314185088476
108,0.02164108302695035
109,0.0015158750847612328
110,0.72
111,0.01077626389003458
112,0.012195799742699711
113,0.2208978614954971
114,0.014444337666450915
115,0.02098079253103808
116,0.00347467506196532
117,0.0015707204490993446
118,0.001875134932285445
119,0.043679010307739435
120,0.04231183385800384
121,0.044259537859914724
122,0.0035002067306538097
123,0.0034035834138101666
124,0.0029111552362632662
125,0.08198773412610427
126,0.004183449555262448
127,0.0010932174195823706
128,0.012247971799398613
129,0.01179044818447443
130,0.0036165642091595183
131,0.09060113309994891
132,0.07157351234574354
133,0.0027332154221220107
134,0.013365748869521032
135,0.36
136,0.014134043894012236
137,0.21767429481894596
138,0.024659727814083165
139,0.08519922743724344
140,0.28364901115879465
141,0.003748274863218122
142,0.10145030012619463
143,0.024582857598185556
144,0.06327851827093493
145,0.1739545226170477
146,0.062624488201543
147,0.04338137728536991
148,0.14347786874990281
149,0.43
150,0.030952954753954705
151,0.011732737061499875
152,0.01648560453724456
153,0.0442765602321498
154,0.013083054656397584
155,0.2738453577794164
156,0.02047953549448637
157,0.07266381830301906
158,0.08164419581575126
159,0.002224029647197087
160,0.024079993833067127
161,0.03132571128089956
162,0.03606283164083249
163,0.20068799290961445
164,0.0042658602567147656
165,0.15311626540047155
166,0.03604574239042167
167,0.001605440842225404
168,0.15179124978703007
169,0.001830588374857836
170,0.012208527294655658
171,0.19399216675622866
172,0.0921424840693452
173,0.022538550882624974
174,0.0016352703817263947
175,0.022455147674954788
176,0.06474479214644427
177,0.27111096507944554
178,0.06394229742892846
179,0.06288130122621452
180,0.03090001057460537
181,0.026189890701739715
182,0.002845225743970454
183,0.032412471946887726
184,0.01170657781546927
185,0.0028562762317011392
186,0.48
187,0.09153480128490593
188,0.00548973928764006
189,0.02266014848808751
190,0.010813118157652372
191,0.03107582378523748
192,0.2217344944912103
193,0.0010050309492579414
194,0.014096435841855355
195,0.0013117411805292497
196,0.0022464510310418674
197,0.020813118157652376
198,0.012011743605876004
199,0.03203750623425341
200,0.0019065247910354352
201,0.27
202,0.014323243469403845
203,0.024375176086182334
204,0.024030336831764584
205,0.025471052685283487
206,0.0124568632792802
207,0.26
208,0.023394160777027145
209,0.011674218688345736
210,0.08501901185445122
211,0.015473847631663437
212,0.0506972729357729
213,0.36
214,0.019296849662422157
215,0.015813513489167156
216,0.04353169943800962
217,0.002830315060712546
218,0.40111096507944555
219,0.002461259002206947
220,0.20256670556151993
221,0.16908688270614838
222,0.16364901115879468
223,0.06301916592643896
224,0.013549112690084958
225,0.042592272752172054
226,0.030951202654894747
227,0.4
228,0.07094636363529742
229,0.0014032471783617876
230,0.09098079253103808
231,0.003746981562357832
232,0.2206011330999489
233,0.001567269039428414
234,0.1306972729357729
235,0.005377703115538385
236,0.0016300820956863763
237,0.0010961799146386201
238,0.19111096507944558
239,0.07164419581575125
240,0.0018526014123934438
241,0.1543575672920568
242,0.05077626389003459
