"id","probability"
1,0.0385250474746129
2,0.0332828115099733
3,0.106518502816802
4,0.165359906080085
5,0.222183383359372
6,0.109040932004948
7,0.09893370053317
8,0.0192476471308114
9,0.104417996878638
10,0.0344590438271782
11,0.0482686862484484
12,0.0967090520914351
13,0.0752336236333704
14,0.0848968004185321
15,0.0357860429888306
16,0.0331887545359433
17,0.109762006855908
18,0.165894553569208
19,0.0323111032205926
20,0.069337029698896
21,0.0441498537052157
22,0.0679564420680517
23,0.01342706394227
24,0.0731564539490285
25,0.0386271348517868
26,0.0550932097033553
27,0.0192998355655898
28,0.0643229410877321
29,0.13176502718609
30,0.0905824850542039
31,0.0216065721384767
32,0.0368471584476964
33,0.0285445261264144
34,0.0430942181597586
35,0.0377649854133647
36,0.0991562165838108
37,0.057195000830343
38,0.0233782411347168
39,0.0499799377905388
40,0.055089907037371
41,0.039843887782246
42,0.0486432302627053
43,0.0259423560928334
44,0.0854694291307701
45,0.217518025869112
46,0.0773867344764647
47,0.10143962795994
48,0.0937930694677104
49,0.0734827829407663
50,0.0955016502205248
51,0.0659063090265372
52,0.0436293093597829
53,0.0559254799201708
54,0.25936064742854
55,0.0461837251712635
56,0.0426459508795606
57,0.0432463051089402
58,0.0932908907881707
59,0.0723437195159442
60,0.030609743710211
61,0.0340511714619824
62,0.0292679179859151
63,0.082831199655391
64,0.0247127921442394
65,0.0466327625349586
66,0.0342108808740375
67,0.130249446339499
68,0.0369469246549088
69,0.070295722432802
70,0.0861800906547714
71,0.0470855189053395
72,0.0473701418464285
73,0.020018733322451
74,0.041262881478939
75,0.0513339845256823
76,0.0668792979906721
77,0.0630997526542507
78,0.0280012180555187
79,0.0284194395191366
80,0.0317523206176505
81,0.0973875703734044
82,0.0916094652806454
83,0.07327433516566
84,0.0339934310362332
85,0.0275777824126821
86,0.0212207489947192
87,0.0272270456892831
88,0.0534967854568543
89,0.056771234941149
90,0.0937275870914254
91,0.0478278623839948
92,0.0142098413608168
93,0.0429329019492881
94,0.0671655472398511
95,0.151576406408694
96,0.0917783222210475
97,0.0164705881437152
98,0.0439102075034799
99,0.100818489364471
100,0.0613237064198273
101,0.0281806665073373
102,0.0607521717570219
103,0.110006534307769
104,0.101364611935559
105,0.0526299808897728
106,0.0953639449087125
107,0.0560254062291493
108,0.0196819817731167
109,0.0184224750725191
110,0.171656730386188
111,0.0409242172723291
112,0.0781814595200067
113,0.0274962161232793
114,0.0760640322187748
115,0.0218216284165537
116,0.0495868472879183
117,0.0264590403235106
118,0.0262286411636787
119,0.0544067145978247
120,0.0496461025476093
121,0.0674603338192443
122,0.0651543702884481
123,0.0350697382115379
124,0.0366688326073743
125,0.11386396577611
126,0.100484812694509
127,0.0306307422399015
128,0.0429062503272152
129,0.0262264869432309
130,0.0490579929135236
131,0.0462042347007763
132,0.0750714822800764
133,0.0442299046284691
134,0.0684080378928395
135,0.237776784859617
136,0.0572462871118111
137,0.0915247436942265
138,0.0444519252831348
139,0.0872910546801957
140,0.0188290473270744
141,0.0512738878070009
142,0.0442528851209594
143,0.120364587781363
144,0.0380678338064227
145,0.116858760022664
146,0.0668299623631933
147,0.0869306691784947
148,0.109275023233381
149,0.228635785103766
150,0.0164567817792102
151,0.0313208342729717
152,0.0931284354356723
153,0.0512605085166154
154,0.0798642352569554
155,0.0715711620107882
156,0.0344629217493864
157,0.0701344045570177
158,0.0534073904509193
159,0.0475822023415808
160,0.0415337769882447
161,0.0335022387050054
162,0.0186584939431692
163,0.0451360274271538
164,0.086720930308334
165,0.0394965709847185
166,0.0699434460359642
167,0.0165736503804047
168,0.087441289552212
169,0.0352641703107697
170,0.0466204129219349
171,0.0579095620496867
172,0.0473836372461931
173,0.0761904328233892
174,0.0298161857343656
175,0.0841588868584237
176,0.0835135191905764
177,0.0600238492714263
178,0.0739506880185042
179,0.0829247350632067
180,0.0282665276734448
181,0.0524585986878566
182,0.0406177981784611
183,0.0882897574558749
184,0.0479023734208631
185,0.0553048648324439
186,0.0671976240467519
187,0.0389971709587155
188,0.0791611371315099
189,0.0670839593455058
190,0.0678966217051149
191,0.0273650612213557
192,0.0779002397927572
193,0.0244718074973109
194,0.0440452403247565
195,0.0273684350777369
196,0.0403558679864839
197,0.0629879832872349
198,0.0500241652260371
199,0.0347284312864916
200,0.0559460016554423
201,0.110661862303161
202,0.0524878741208216
203,0.106847389447162
204,0.0439640482664609
205,0.0530510524792506
206,0.0435906429845099
207,0.0852385117486433
208,0.0708194860163537
209,0.0412434431536241
210,0.0813140071603638
211,0.105211724601728
212,0.0295708824729409
