id,probability
1,0.0395661296636892
2,0.036392690636194366
3,0.10510915748485254
4,0.1633763603931511
5,0.21685196133473683
6,0.10735383906704092
7,0.10161373495632595
8,0.019802731892273877
9,0.10493957181548454
10,0.03429425902127865
11,0.04837625317170828
12,0.09537522465856124
13,0.07408135072030994
14,0.08715353276662581
15,0.03706576565951121
16,0.03280134235688581
17,0.11279933382011433
18,0.16267692793708607
19,0.03243445443439384
20,0.07029853105680896
21,0.044973343746535915
22,0.06740579840895027
23,0.01390396113358643
24,0.07467037210754864
25,0.0402285493222899
26,0.05595402513900689
27,0.02004408803120373
28,0.06418261928189554
29,0.1278633962794533
30,0.08976349819011432
31,0.021933592508338266
32,0.037448211385287845
33,0.02886030723797208
34,0.04311825953700242
35,0.03949501554676285
36,0.09732458140537636
37,0.05715072090247391
38,0.02389275589497398
39,0.050469261679232776
40,0.056291866320517074
41,0.03990559729586476
42,0.05166576648373814
43,0.026873485929821885
44,0.08897232657113706
45,0.21659424105987934
46,0.07749349183166669
47,0.1003098233944963
48,0.09514641815802043
49,0.07449218386533757
50,0.09378293118370405
51,0.06528034406107905
52,0.04449257859070231
53,0.060008478167890525
54,0.2534803634036167
55,0.04766469353940538
56,0.04335692502528395
57,0.04443619947867286
58,0.09648375259575559
59,0.07335005742896683
60,0.031302949387364574
61,0.034024194313679236
62,0.029958974153887458
63,0.08201531916307998
64,0.025747452080122496
65,0.047071731523654514
66,0.03637522888692101
67,0.12631065924812243
68,0.03651856975071589
69,0.07094978571786774
70,0.08628307048919928
71,0.04623902728456568
72,0.047471528636788
73,0.02100112165833193
74,0.041951708392105415
75,0.05192289719703811
76,0.06744689610320365
77,0.06400983037557458
78,0.029125419980338945
79,0.028557915029264174
80,0.03200079125208495
81,0.09664720838715882
82,0.09342143874978684
83,0.07610298742183315
84,0.034166187318636146
85,0.028376021363479206
86,0.021233648417039307
87,0.02736403011213116
88,0.05388948729383574
89,0.05815174451992435
90,0.09328753856272995
91,0.04959040150193405
92,0.014365008795934733
93,0.0438138802585021
94,0.07072211975939716
95,0.14884556637769136
96,0.09310479498059031
97,0.016713325281087984
98,0.044644989886595814
99,0.10158009393490969
100,0.06032514510902745
101,0.02842708786052232
102,0.061029227817005
103,0.10979142367694648
104,0.10120540989775967
105,0.053431124402107365
106,0.09355377605328437
107,0.05775456591964546
108,0.02080661305984387
109,0.01868251621931468
110,0.16792667620501597
111,0.041624696581814745
112,0.07768918430441854
113,0.028470588272984796
114,0.07889103920627145
115,0.022083129363314673
116,0.05059476999862737
117,0.027087336911282657
118,0.029526756656592653
119,0.055257467922014254
120,0.04911864567298984
121,0.06808071262695939
122,0.0673508524949256
123,0.038103441389540346
124,0.037448211385287845
125,0.11150015674460555
126,0.10031577087579226
127,0.0306193305990327
128,0.04277172688791799
129,0.027015096065791333
130,0.05161090355822378
131,0.047398127378251775
132,0.07539361017908515
133,0.045974772520025936
134,0.06960152821606722
135,0.23347915995260332
136,0.056642619920048695
137,0.09232322916014575
138,0.04507300520507776
139,0.08848514518894006
140,0.01915088929519775
141,0.05182114081491826
142,0.04500174693239257
143,0.1200038182018205
144,0.03872158787430979
145,0.12029097711909428
146,0.06869096907228174
147,0.08689194724376642
148,0.10897375072014812
149,0.22465055717364327
150,0.01711782598836851
151,0.032233583522857656
152,0.09373904809549789
153,0.052313614811652795
154,0.08183208746726063
155,0.07000620271683085
156,0.03644336812363007
157,0.07272452332014961
158,0.05401885783898656
159,0.04752162263223568
160,0.042040632675951276
161,0.035874796496862045
162,0.0190475989047908
163,0.04602715248372476
164,0.08653869624908454
165,0.044597135561392096
166,0.06880366000065576
167,0.01715371296686169
168,0.08766211916243077
169,0.03627031676318577
170,0.04836134691141365
171,0.061855826143748155
172,0.04699266455753137
173,0.07920612686804096
174,0.030360537422868605
175,0.08337867982917707
176,0.08318306949894878
177,0.05983026889857384
178,0.0743448184734944
179,0.08196889986843216
180,0.02886030723797208
181,0.05403609442261378
182,0.04139761202905736
183,0.08743933614258712
184,0.05182065434930256
185,0.05612076106930584
186,0.06758861343551685
187,0.03902944662091221
188,0.08267324734068071
189,0.0717851689575517
190,0.06904107913084068
191,0.028066017429544055
192,0.08053350092698515
193,0.024678991644700075
194,0.044361184212970264
195,0.02783852558233219
196,0.040294623542256824
197,0.06543389156967491
198,0.04951392236795345
199,0.035340170793547676
200,0.056398998440464185
201,0.11165704426892871
202,0.05350539665033972
203,0.10579315217809547
204,0.04474874626886296
205,0.05550487813579715
206,0.044715393904485486
207,0.08356496038885401
208,0.07134152658027014
209,0.04146787951767151
210,0.08026639689918176
211,0.10644897492471946
212,0.030159665364381427
213,0.10478957367594419
214,0.09631299349210296
215,0.09003631538728468
216,0.06152049774992501
217,0.038500776910995994
218,0.33113181070372766
219,0.017556237326662703
220,0.16313532634733602
221,0.09485824625854451
222,0.029514115477661695
223,0.08878803201019939
224,0.0637946400344925
225,0.12378571624039565
